emp_no,first_name,last_name,title,from_date,salary,id,count
232243,Manton,Encarnacion,Senior Staff,1998-10-25,49879,24390,12771
66086,Sverrir,Salvesen,Senior Engineer,1998-10-24,57240,10357,13538
43040,Ulises,Nittel,Senior Staff,1998-10-24,69716,6079,12771
486931,Peternela,Bernini,Engineer,1998-10-24,48923,52347,2696
79411,Akemi,Beidas,Senior Staff,1998-10-24,57780,12833,12771
240469,Harngdar,Oxenboll,Staff,1998-10-24,89534,25922,2012
490462,Manibrata,Fraisse,Technique Leader,1998-10-24,40000,52988,1589
456929,Torsten,Capobianchi,Senior Staff,1998-10-24,40000,46828,12771
255403,Yuqun,Goldhammer,Staff,1998-10-24,63736,28492,2012
416788,Apostol,Hoogerwoord,Senior Staff,1998-10-23,55008,39707,12771
278703,Irena,Kitai,Staff,1998-10-23,66322,32710,2012
56406,Sachem,Schusler,Staff,1998-10-23,54333,8534,2012
251913,Rildo,Hellwagner,Engineer,1998-10-23,49131,27850,2696
240592,Duke,Kilgore,Senior Engineer,1998-10-23,40000,25938,13538
44011,Panayotis,Karner,Senior Engineer,1998-10-23,45086,6235,13538
291607,Boguslaw,Swift,Senior Staff,1998-10-23,43322,35107,12771
207426,Mats,Panangaden,Assistant Engineer,1998-10-23,58946,19874,251
412109,Tadanori,Naumovich,Senior Engineer,1998-10-23,40000,38888,13538
70824,Kauko,Mawatari,Senior Staff,1998-10-22,57491,11193,12771
83476,Steve,Porenta,Senior Staff,1998-10-22,42521,13610,12771
273935,Heng,Gils,Senior Engineer,1998-10-22,40000,31880,13538
103024,Patricio,Jakobus,Senior Engineer,1998-10-22,40000,17208,13538
25145,Serge,Ashish,Senior Engineer,1998-10-22,40000,2792,13538
204337,Brewster,Erol,Assistant Engineer,1998-10-22,40000,19335,251
81068,Uno,Ecklund,Senior Engineer,1998-10-22,41658,13148,13538
445479,Urs,Porotnikoff,Engineer,1998-10-22,48708,44749,2696
240750,Shrikanth,Bernatsky,Engineer,1998-10-22,76789,25968,2696
286598,Yuuichi,Rissland,Senior Engineer,1998-10-22,53439,34210,13538
88825,Fun,Alvarado,Staff,1998-10-22,64077,14669,2012
450735,Chaitali,Naumovich,Staff,1998-10-22,71020,45703,2012
278882,Garnet,Vrecion,Staff,1998-10-22,48434,32735,2012
486888,Florina,Veeraraghavan,Staff,1998-10-22,74617,52342,2012
472255,Marlo,Krohn,Senior Staff,1998-10-21,55996,49635,12771
459767,Badri,Michaels,Staff,1998-10-21,40000,47357,2012
429194,Bingning,Scharstein,Senior Engineer,1998-10-21,40000,41921,13538
78436,Arne,Schaap,Senior Engineer,1998-10-21,51421,12665,13538
31877,Masoud,Ossenbruggen,Engineer,1998-10-21,40000,4067,2696
484447,Christophe,Rajaraman,Senior Engineer,1998-10-21,54556,51882,13538
39971,Odoardo,Antonisse,Senior Staff,1998-10-20,52482,5532,12771
50048,Indrajit,Lindqvist,Senior Staff,1998-10-20,43392,7393,12771
287213,Geraldo,Mellouli,Senior Staff,1998-10-20,53184,34317,12771
244982,Sajjad,Wolniewicz,Senior Engineer,1998-10-20,47410,26649,13538
220772,Ingmar,Ranka,Senior Staff,1998-10-20,54119,22302,12771
410638,Baoqiu,Lieberherr,Senior Engineer,1998-10-20,55978,38635,13538
89125,Danel,Sinitsyn,Technique Leader,1998-10-20,40000,14744,1589
433188,Bernt,Petereit,Senior Staff,1998-10-20,40000,42605,12771
430300,Xuedong,Binkley,Staff,1998-10-19,42148,42081,2012
70563,Naraig,Klerer,Staff,1998-10-19,51917,11142,2012
416604,Gonzalo,Kambil,Senior Staff,1998-10-19,70985,39681,12771
53530,Gully,Pintelas,Assistant Engineer,1998-10-19,54088,8022,251
101855,Sven,Majewski,Senior Staff,1998-10-18,59799,17016,12771
402533,Martins,Rijckaert,Engineer,1998-10-18,62655,37126,2696
401245,Christoper,Burnard,Senior Engineer,1998-10-18,57738,36903,13538
243378,Nirmal,Matzel,Senior Staff,1998-10-18,60221,26382,12771
412912,Dmitry,Rousseau,Engineer,1998-10-18,40000,39024,2696
414631,Theirry,Maliniak,Engineer,1998-10-18,52285,39324,2696
449915,Vasiliy,Maierhofer,Engineer,1998-10-18,40000,45551,2696
67589,Hausi,Lampe,Senior Staff,1998-10-17,40000,10632,12771
400878,Tru,Demir,Senior Engineer,1998-10-17,40000,36832,13538
62629,Shigeaki,Ratnaker,Senior Staff,1998-10-17,78609,9752,12771
94838,Howell,Czap,Senior Staff,1998-10-17,56605,15757,12771
438999,Juichirou,Daescu,Staff,1998-10-17,45702,43617,2012
456556,Gay,Ghemri,Senior Staff,1998-10-17,57255,46748,12771
41187,Jacqueline,Maquelin,Staff,1998-10-17,41604,5756,2012
106756,Arup,Suessmith,Staff,1998-10-16,71811,17948,2012
495033,Gal,Halloran,Senior Staff,1998-10-16,63432,53835,12771
249453,Shim,Merle,Senior Engineer,1998-10-16,40000,27413,13538
282764,Marjo,Tokunaga,Senior Staff,1998-10-16,55369,33454,12771
477594,Aris,Yoshizawa,Senior Engineer,1998-10-16,57364,50626,13538
266255,Manu,Dehkordi,Engineer,1998-10-16,54543,30533,2696
233147,Yishai,Teitelbaum,Senior Engineer,1998-10-16,44153,24563,13538
459991,Nevin,Salinas,Senior Engineer,1998-10-16,46545,47398,13538
469887,Gad,Highland,Senior Engineer,1998-10-15,69432,49175,13538
205810,Lenore,Chiola,Senior Staff,1998-10-15,40000,19615,12771
253487,Henk,Pokrovskii,Senior Engineer,1998-10-15,40000,28142,13538
429431,Huiqun,Reutenauer,Engineer,1998-10-15,40000,41961,2696
215218,Shiv,Cappello,Staff,1998-10-15,41418,21287,2012
447989,Wojceich,Gini,Staff,1998-10-14,67692,45189,2012
29329,Takushi,Sooriamurthi,Senior Engineer,1998-10-14,58949,3580,13538
441407,Atreyi,Roohalamini,Engineer,1998-10-14,57918,44059,2696
222239,Zhiguo,Kilgour,Engineer,1998-10-13,40000,22592,2696
29511,Sadegh,Taubman,Engineer,1998-10-13,47419,3616,2696
433127,Masali,Hellwagner,Senior Engineer,1998-10-13,54486,42589,13538
248951,Matt,Zultner,Engineer,1998-10-13,47357,27314,2696
234782,Yuriy,Pehl,Senior Staff,1998-10-13,73482,24889,12771
453150,Shahid,Deville,Engineer,1998-10-13,44590,46117,2696
265936,Fun,Kawashimo,Senior Staff,1998-10-13,70349,30456,12771
11871,Nalini,Sommen,Senior Engineer,1998-10-13,67424,326,13538
97724,Jagoda,Pezzoli,Assistant Engineer,1998-10-13,40000,16264,251
254759,Sreekrishna,Talmor,Senior Engineer,1998-10-12,40000,28369,13538
276058,Shiv,Tchuente,Engineer,1998-10-12,48872,32264,2696
448014,Kristof,Selenyi,Engineer,1998-10-12,51255,45191,2696
417000,Baruch,Shokrollahi,Senior Engineer,1998-10-12,50210,39751,13538
478939,Tommaso,Riefers,Assistant Engineer,1998-10-12,57443,50839,251
101067,Kerhong,Schmittgen,Assistant Engineer,1998-10-12,54297,16868,251
234500,Dmitry,Zockler,Engineer,1998-10-12,66624,24839,2696
226453,Saniya,Leonhardt,Engineer,1998-10-11,49755,23372,2696
83477,Jayson,Frijda,Engineer,1998-10-11,53572,13612,2696
492425,Masamitsu,Kopetz,Senior Engineer,1998-10-11,40000,53335,13538
278189,Yinlin,Gunderson,Senior Engineer,1998-10-10,43317,32636,13538
13238,Ebru,Foote,Senior Staff,1998-10-10,40000,565,12771
266547,Kasturi,Stassinopoulos,Senior Engineer,1998-10-10,46279,30567,13538
446512,Chiranjit,Ruther,Technique Leader,1998-10-10,47776,44965,1589
421954,Leandro,Reeker,Staff,1998-10-10,40000,40631,2012
490487,Gino,Reistad,Staff,1998-10-10,40000,52994,2012
299921,Hatem,Bondorf,Staff,1998-10-10,40000,36661,2012
472303,Kiam,Schmiedel,Senior Staff,1998-10-08,40000,49641,12771
400608,Tsz,Butner,Senior Engineer,1998-10-08,40000,36793,13538
462086,Fayez,Bressoud,Senior Engineer,1998-10-08,40000,47791,13538
201944,Shooichi,Guting,Senior Engineer,1998-10-07,40000,18884,13538
30408,Masasuke,Crelier,Engineer,1998-10-07,40000,3782,2696
63128,Zhensheng,Gulak,Senior Staff,1998-10-07,59072,9846,12771
80092,Yucel,Wilharm,Senior Engineer,1998-10-07,76550,12947,13538
258621,Arne,Aloia,Senior Engineer,1998-10-06,43619,29070,13538
415481,Branimir,Ulupinar,Senior Engineer,1998-10-06,58250,39468,13538
262260,Ishfaq,Lund,Senior Engineer,1998-10-06,44838,29765,13538
252284,Juichirou,Koyama,Engineer,1998-10-05,46417,27923,2696
57915,Aral,Kermarrec,Senior Staff,1998-10-05,40000,8842,12771
210291,Tze,Stenning,Senior Engineer,1998-10-05,50481,20430,13538
32481,Dipankar,Nanard,Senior Staff,1998-10-05,40000,4181,12771
17816,Toshimo,Kenevan,Senior Engineer,1998-10-05,74497,1414,13538
10642,Hirochika,Narlikar,Engineer,1998-10-05,40000,97,2696
69625,Remmert,Taneja,Staff,1998-10-05,85397,10982,2012
466487,Makato,Strooper,Staff,1998-10-05,62415,48580,2012
482679,Krister,Decleir,Staff,1998-10-05,52437,51532,2012
280979,Remmert,Orsini,Staff,1998-10-05,77998,33150,2012
206091,Zhaofang,Knightly,Staff,1998-10-04,44499,19673,2012
80131,Gill,Schurmann,Staff,1998-10-04,40000,12954,2012
250339,Jongsuk,Ferriere,Senior Staff,1998-10-04,54198,27582,12771
22216,Thodoros,Cooley,Assistant Engineer,1998-10-04,64616,2192,251
93747,Martina,Christ,Senior Engineer,1998-10-04,54442,15558,13538
462116,Mahmut,Ramras,Engineer,1998-10-03,47858,47798,2696
87738,Ipke,Sluis,Senior Staff,1998-10-03,80766,14454,12771
61869,Manu,Hemaspaandra,Senior Engineer,1998-10-03,40000,9632,13538
221644,Jeong,Peyn,Engineer,1998-10-03,40000,22465,2696
296033,Youngkon,Peak,Senior Engineer,1998-10-03,40000,35890,13538
405024,Oddvar,Preusig,Engineer,1998-10-03,56703,37552,2696
257888,Zhensheng,Tiemann,Senior Engineer,1998-10-03,41353,28916,13538
291294,Yoshimitsu,Luby,Staff,1998-10-03,65096,35060,2012
287218,Maris,Swen,Staff,1998-10-02,40000,34319,2012
494166,Marit,Khalid,Assistant Engineer,1998-10-02,40000,53672,251
81177,Bodh,Berendt,Assistant Engineer,1998-10-02,68201,13162,251
206847,Luise,Akazan,Senior Staff,1998-10-02,71871,19796,12771
203459,Lunjin,Juneja,Senior Staff,1998-10-02,40000,19187,12771
499133,Shahab,Pfau,Engineer,1998-10-02,64460,54576,2696
58357,Djenana,Vecchi,Senior Engineer,1998-10-02,46870,8930,13538
236190,Ugo,Lichtner,Senior Engineer,1998-10-02,49175,25137,13538
21523,Eldridge,Lores,Senior Engineer,1998-10-02,40000,2059,13538
274436,Brewster,Zockler,Senior Staff,1998-10-01,86796,31962,12771
471766,Tadanori,Miake,Senior Engineer,1998-10-01,56048,49531,13538
63778,Gio,Sudkamp,Engineer,1998-10-01,40000,9960,2696
230321,Gunilla,Alencar,Senior Staff,1998-10-01,50835,24017,12771
236294,Christ,Khalil,Senior Staff,1998-10-01,47072,25169,12771
414844,Genevieve,Stroustrup,Assistant Engineer,1998-10-01,40000,39372,251
485460,Przemyslawa,Karner,Senior Engineer,1998-09-30,41526,52069,13538
282261,Huai,Jumpertz,Senior Staff,1998-09-30,47954,33380,12771
437844,Marlo,Pero,Staff,1998-09-30,52125,43409,2012
468165,Armond,Slutz,Staff,1998-09-30,55853,48882,2012
432555,Herbert,Krybus,Staff,1998-09-29,40000,42478,2012
75186,Filipp,Miyakawa,Senior Staff,1998-09-29,59874,12002,12771
240014,Manibrata,Swiler,Senior Engineer,1998-09-29,40000,25848,13538
75965,Geraldo,Babu,Senior Staff,1998-09-29,40000,12148,12771
32032,Harjit,Kermarrec,Senior Staff,1998-09-28,80483,4091,12771
466666,Visit,Gente,Senior Engineer,1998-09-28,55097,48618,13538
47227,Jiafu,Gulla,Senior Engineer,1998-09-28,60919,6863,13538
107797,Wayne,Strandh,Senior Engineer,1998-09-28,43210,18144,13538
102144,Bernice,Karlin,Engineer,1998-09-28,40000,17072,2696
412295,Bezalel,Scharstein,Staff,1998-09-28,54686,38913,2012
435135,Anoosh,Keirsey,Engineer,1998-09-27,56825,42939,2696
463659,Gretta,Driscoll,Senior Engineer,1998-09-27,40000,48081,13538
446871,Munenori,Brobst,Senior Engineer,1998-09-27,62905,45019,13538
81142,Heon,Zastre,Senior Staff,1998-09-27,40000,13152,12771
418096,Teruyuki,Montresor,Assistant Engineer,1998-09-27,40000,39950,251
489909,Amabile,Kampfer,Senior Engineer,1998-09-26,40000,52872,13538
45962,Remco,Kalorkoti,Senior Engineer,1998-09-26,40000,6617,13538
216075,Nimmagadda,Kranzdorf,Senior Staff,1998-09-26,69047,21442,12771
432581,Vivian,Perl,Senior Engineer,1998-09-26,46362,42482,13538
277252,Sampalli,Gurbaxani,Engineer,1998-09-26,40000,32471,2696
436209,Manton,Kermarrec,Senior Engineer,1998-09-26,40000,43122,13538
86856,Vasilis,Perelgut,Staff,1998-09-26,60431,14281,2012
286247,Vasilis,Sambasivam,Staff,1998-09-25,54865,34134,2012
34030,Nobuyoshi,Rodiger,Staff,1998-09-25,84366,4447,2012
271330,Phillip,Werthner,Staff,1998-09-25,42913,31414,2012
81672,Kazuhito,Aloia,Engineer,1998-09-25,40000,13274,2696
245997,Zhongwei,Rusterholz,Senior Staff,1998-09-25,51278,26815,12771
430910,Duro,Taneja,Engineer,1998-09-25,45988,42190,2696
268339,Sigeru,Jonsson,Engineer,1998-09-25,53173,30860,2696
216318,Guozhong,Maierhofer,Engineer,1998-09-25,49678,21488,2696
431032,Moni,Anick,Senior Engineer,1998-09-24,40347,42204,13538
424491,Caolyn,Munoz,Staff,1998-09-24,68978,41084,2012
469944,Tianruo,Frijda,Senior Staff,1998-09-24,61491,49187,12771
457131,Visit,Herbst,Staff,1998-09-24,40000,46870,2012
433738,Toshimi,Petersohn,Staff,1998-09-23,50419,42697,2012
285017,Hideyuki,Tibblin,Senior Engineer,1998-09-23,40000,33908,13538
405010,Genevieve,Bierman,Senior Staff,1998-09-23,42921,37548,12771
454739,Paddy,Rikino,Senior Engineer,1998-09-23,40000,46407,13538
252862,Shahab,Schicker,Senior Staff,1998-09-23,59519,28022,12771
273945,Aruna,Rijckaert,Senior Staff,1998-09-23,40000,31882,12771
487169,Toshimi,Naumovich,Senior Engineer,1998-09-22,40000,52388,13538
259467,Marit,Majewski,Senior Staff,1998-09-22,65770,29260,12771
92053,Uri,Gonthier,Engineer,1998-09-22,79053,15249,2696
86617,Mingsen,Desikan,Senior Staff,1998-09-22,59780,14233,12771
57877,Brigham,Delgrande,Senior Engineer,1998-09-22,74055,8835,13538
415807,Adamantios,Encarnacion,Senior Staff,1998-09-22,59863,39540,12771
280910,Arve,Dehkordi,Staff,1998-09-22,86669,33128,2012
480862,Maris,Kropp,Staff,1998-09-22,62893,51174,2012
236373,Mahendra,Fujisaki,Staff,1998-09-22,59281,25183,2012
283557,Hironobu,Teitelbaum,Staff,1998-09-21,77621,33615,2012
11515,Ulf,Basawa,Staff,1998-09-21,70182,265,2012
23907,Isamu,Dahlbom,Staff,1998-09-21,68827,2541,2012
489504,Apostol,Kriebel,Staff,1998-09-21,63259,52798,2012
92801,Marco,Vrecion,Engineer,1998-09-21,46452,15357,2696
216678,Khatoun,Laurillard,Senior Staff,1998-09-21,40000,21553,12771
479878,Kwan,Orlowska,Engineer,1998-09-20,40000,50999,2696
108676,Alassane,Angot,Senior Staff,1998-09-20,40000,18298,12771
84263,Jackson,Henseler,Senior Staff,1998-09-20,68464,13781,12771
222403,Djenana,Lyonns,Senior Staff,1998-09-20,40000,22627,12771
61018,Marco,Zallocco,Staff,1998-09-20,59388,9454,2012
222456,Wilmer,Peek,Technique Leader,1998-09-19,41496,22642,1589
473954,Kristin,Bugrara,Senior Staff,1998-09-19,74152,49942,12771
498289,Spyrose,Schmezko,Engineer,1998-09-19,51219,54432,2696
231756,Ronnie,Barreiro,Engineer,1998-09-19,40000,24294,2696
94684,Subbu,Stiles,Senior Engineer,1998-09-18,48058,15735,13538
84910,Kaijung,Mondadori,Senior Staff,1998-09-18,45821,13876,12771
435851,Tru,Asser,Senior Engineer,1998-09-18,67996,43051,13538
471422,Teunis,Atchley,Staff,1998-09-18,85455,49464,2012
297270,Masoud,Zucker,Staff,1998-09-17,56697,36145,2012
417666,Heping,Ranst,Senior Engineer,1998-09-17,56393,39876,13538
278126,Zdislav,Greibach,Senior Staff,1998-09-17,67718,32626,12771
109306,Isaac,Pietrzykowski,Senior Staff,1998-09-17,61192,18413,12771
42424,Adin,Picco,Engineer,1998-09-16,40000,5979,2696
463081,Leen,Chaudhury,Senior Engineer,1998-09-16,61577,47979,13538
459547,Pohua,Hardjono,Senior Engineer,1998-09-16,40000,47309,13538
63789,Urs,Sgarro,Staff,1998-09-16,40000,9961,2012
69613,Gay,Tsukuda,Staff,1998-09-16,56822,10979,2012
204157,Danel,Gomatam,Senior Staff,1998-09-15,69648,19306,12771
23969,Elgin,Sullins,Senior Engineer,1998-09-15,61491,2557,13538
89080,Gil,Smeets,Engineer,1998-09-15,61361,14737,2696
493200,Feiyu,Jansch,Engineer,1998-09-15,40428,53489,2696
243114,Gererd,Kemmerer,Senior Engineer,1998-09-15,74322,26334,13538
425078,Tommaso,Angiulli,Engineer,1998-09-15,50928,41178,2696
78168,Yinlin,Kushnir,Senior Engineer,1998-09-14,62826,12606,13538
36603,Heon,Unno,Senior Engineer,1998-09-14,40000,4881,13538
46028,Sakthirel,Emmerich,Senior Staff,1998-09-14,66926,6631,12771
211250,Paloma,Luca,Senior Engineer,1998-09-14,40000,20610,13538
484829,Maris,Hettesheimer,Engineer,1998-09-14,40000,51957,2696
40977,Elvia,Sinicrope,Staff,1998-09-14,85663,5727,2012
91637,Gino,Menhoudj,Staff,1998-09-14,70947,15183,2012
86948,Rosita,Swan,Staff,1998-09-14,77472,14294,2012
472194,Bokyung,Zultner,Staff,1998-09-13,40000,49624,2012
18108,Sanjai,Genin,Staff,1998-09-13,76712,1456,2012
67164,Eckart,Bade,Senior Engineer,1998-09-13,40000,10557,13538
292183,Shahar,Akiyama,Senior Staff,1998-09-13,46478,35210,12771
15410,Wilmer,Kushner,Senior Staff,1998-09-13,58123,959,12771
498075,Shimshon,Goodrum,Senior Engineer,1998-09-12,40000,54382,13538
89318,Uli,Plump,Senior Staff,1998-09-12,48549,14771,12771
439309,Gila,Ligten,Engineer,1998-09-12,40000,43676,2696
419828,Nectarios,Skogmar,Senior Engineer,1998-09-12,40000,40250,13538
34333,Jaihie,Luef,Senior Staff,1998-09-12,65893,4502,12771
472829,Baziley,Highland,Senior Staff,1998-09-12,58881,49745,12771
251013,Sugwoo,Pietracaprina,Technique Leader,1998-09-12,40000,27709,1589
288430,Rafael,Shrader,Staff,1998-09-11,51277,34541,2012
27255,Yannis,Kropf,Staff,1998-09-11,77797,3167,2012
266751,Dhritiman,Penz,Senior Staff,1998-09-11,42381,30608,12771
298094,Shawna,Bahr,Senior Staff,1998-09-11,40000,36304,12771
439823,Remko,Erdi,Engineer,1998-09-11,45338,43763,2696
99703,Manton,Berstel,Senior Engineer,1998-09-11,71946,16619,13538
471038,Arumugam,Marrakchi,Senior Engineer,1998-09-11,54381,49367,13538
433020,Adas,Rahimi,Engineer,1998-09-10,40000,42568,2696
35440,Paloma,Xiaoshan,Senior Engineer,1998-09-10,40000,4683,13538
41200,Huei,Leppanen,Engineer,1998-09-10,40000,5760,2696
219589,Supot,Worfolk,Senior Engineer,1998-09-10,48399,22086,13538
38551,Sangeeta,Angelopoulos,Engineer,1998-09-10,40000,5282,2696
233097,Djenana,Olano,Senior Engineer,1998-09-10,62261,24548,13538
283415,Serap,Melski,Senior Engineer,1998-09-10,40000,33591,13538
484020,Ayakannu,Oppitz,Senior Engineer,1998-09-10,49530,51807,13538
457846,Krisda,Alblas,Senior Staff,1998-09-10,77839,46975,12771
426428,Aloke,Bierbaum,Staff,1998-09-10,66468,41420,2012
260612,Roded,Conte,Staff,1998-09-10,79824,29470,2012
36002,Moto,Siepmann,Staff,1998-09-10,40000,4783,2012
19244,Guenter,Vitiello,Staff,1998-09-09,51173,1647,2012
282968,Baoqiu,Picci,Staff,1998-09-09,40000,33496,2012
225760,Subhrajyoti,Adachi,Staff,1998-09-09,47857,23248,2012
107625,Quingbo,Schwabacher,Assistant Engineer,1998-09-09,40000,18116,251
413888,Spyrose,Ranze,Senior Staff,1998-09-08,68273,39199,12771
468477,Yuguang,Conde,Senior Engineer,1998-09-08,40000,48958,13538
233526,Yuchang,Comyn,Senior Engineer,1998-09-08,40000,24629,13538
73965,Tonia,Verhaegen,Engineer,1998-09-08,40000,11765,2696
408269,Jessie,Hebert,Senior Staff,1998-09-08,61785,38221,12771
491433,Remzi,Bodoff,Senior Staff,1998-09-08,40000,53172,12771
205700,Gay,Luit,Staff,1998-09-07,68397,19586,2012
418130,Toshimitsu,Verhoeff,Senior Staff,1998-09-07,66252,39955,12771
60083,Bojan,Cunliffe,Senior Staff,1998-09-07,59327,9277,12771
94425,Kersti,Nergos,Senior Staff,1998-09-07,69211,15684,12771
227943,Sushant,Przulj,Senior Engineer,1998-09-07,45832,23633,13538
258357,Ranan,Danecki,Senior Staff,1998-09-07,71913,29009,12771
296186,Arunas,Fandrianto,Senior Engineer,1998-09-07,55948,35918,13538
82063,Shaunak,Plump,Engineer,1998-09-06,42422,13341,2696
100678,Premal,Terkki,Senior Engineer,1998-09-06,40000,16801,13538
73901,Arif,Ernst,Engineer,1998-09-06,54929,11756,2696
435240,Cullen,Janetzko,Senior Staff,1998-09-06,41157,42950,12771
471483,Janalee,Ozeki,Staff,1998-09-05,64223,49481,2012
423323,Aiman,Ventosa,Technique Leader,1998-09-05,40000,40861,1589
446087,Samphel,Farris,Staff,1998-09-05,78493,44878,2012
75308,Selwyn,Gire,Senior Staff,1998-09-05,40000,12028,12771
271124,Shooichi,Jarecki,Senior Staff,1998-09-05,40000,31374,12771
31594,Abdelkader,Birta,Senior Staff,1998-09-05,40000,4003,12771
49138,Zhonghua,Nourani,Senior Engineer,1998-09-05,40000,7217,13538
42892,Faiza,Suppi,Senior Staff,1998-09-05,40000,6053,12771
290805,Noritoshi,Swift,Senior Engineer,1998-09-05,40000,34965,13538
439328,Arie,Matzel,Engineer,1998-09-05,48153,43683,2696
95696,Akemi,Schaft,Engineer,1998-09-04,45811,15909,2696
220238,Luise,Stille,Engineer,1998-09-04,43563,22214,2696
31244,Masasuke,Rohrbach,Senior Staff,1998-09-04,48473,3932,12771
229028,Rasiah,Whittlesey,Engineer,1998-09-04,43582,23799,2696
474950,Lijia,Cannane,Staff,1998-09-04,40000,50094,2012
275285,Mana,Aingworth,Technique Leader,1998-09-04,44323,32121,1589
405713,Krassimir,Nourani,Staff,1998-09-03,56282,37691,2012
445888,Munir,Geffroy,Senior Engineer,1998-09-03,64080,44838,13538
273060,Kitty,Riefers,Engineer,1998-09-03,40675,31725,2696
31263,Yurij,Pena,Senior Engineer,1998-09-03,52356,3937,13538
106346,Perry,Cronan,Engineer,1998-09-03,40000,17861,2696
499782,Udo,Trystram,Senior Engineer,1998-09-02,40000,54691,13538
431630,Chaoyi,Murrill,Senior Engineer,1998-09-02,40000,42323,13538
249094,Subhrajyoti,Siepmann,Assistant Engineer,1998-09-02,64641,27341,251
98317,Domenico,Vieri,Staff,1998-09-02,43524,16367,2012
10326,Masali,Czap,Staff,1998-09-02,40000,54,2012
457319,Tristan,Pews,Senior Staff,1998-09-02,40000,46896,12771
67797,Chaoyi,Azuma,Staff,1998-09-01,40000,10672,2012
66258,Sumant,Schonegge,Staff,1998-09-01,40000,10398,2012
420509,Dzung,Mahmud,Senior Staff,1998-09-01,72216,40378,12771
418927,Baocai,Yemenis,Senior Engineer,1998-09-01,40000,40084,13538
222159,Hatem,Mattern,Senior Engineer,1998-09-01,49815,22580,13538
200251,King,Vasanthakumar,Engineer,1998-09-01,41507,18594,2696
227913,Ingemar,Scallan,Engineer,1998-09-01,40000,23627,2696
48131,Arne,Bharadwaj,Senior Staff,1998-08-31,43653,7021,12771
253165,Adin,Assaf,Senior Engineer,1998-08-31,40000,28082,13538
101608,Girolamo,Mundy,Senior Staff,1998-08-31,71012,16975,12771
436599,Parke,Zhang,Staff,1998-08-31,40000,43180,2012
83328,Ute,Demri,Senior Engineer,1998-08-30,40000,13586,13538
403362,Arfst,Staylopatis,Senior Engineer,1998-08-30,40000,37253,13538
257988,Phule,Usdin,Senior Engineer,1998-08-30,66819,28935,13538
96506,Ferdinand,Schicker,Senior Engineer,1998-08-30,40000,16049,13538
498684,Olivera,Argence,Assistant Engineer,1998-08-29,51406,54500,251
259505,Mrinalini,Ozeri,Engineer,1998-08-29,51838,29268,2696
283062,Fun,Naumovich,Senior Engineer,1998-08-29,40000,33518,13538
274239,Juyoung,Borovoy,Senior Staff,1998-08-29,64835,31924,12771
476084,Reinhard,Ranst,Senior Engineer,1998-08-29,53326,50353,13538
70739,Przemyslawa,Kakkar,Staff,1998-08-29,86752,11173,2012
455355,Remko,Rotem,Staff,1998-08-29,67056,46532,2012
85230,Gal,Demke,Staff,1998-08-29,62272,13956,2012
60135,Theron,Tokunaga,Staff,1998-08-28,54786,9286,2012
90674,Tzu,Nastansky,Staff,1998-08-28,40000,15000,2012
432730,Nevio,Trystram,Engineer,1998-08-28,48673,42515,2696
89022,Atilio,Orlowski,Senior Staff,1998-08-28,76612,14716,12771
461309,Nahum,Zaumen,Senior Engineer,1998-08-27,57356,47627,13538
267535,Mototsugu,Maierhofer,Engineer,1998-08-27,40000,30743,2696
409574,Mani,Reghbati,Senior Engineer,1998-08-27,40000,38451,13538
274869,Nadjib,Bressoud,Technique Leader,1998-08-27,40000,32045,1589
498696,Macha,Zockler,Staff,1998-08-27,72074,54501,2012
220526,Aram,Shiratori,Staff,1998-08-26,40000,22262,2012
434546,Mahmut,Whitcomb,Staff,1998-08-26,59912,42844,2012
471809,Moty,Paciorek,Staff,1998-08-26,40000,49542,2012
18921,Maren,Radwan,Senior Engineer,1998-08-26,73112,1578,13538
62758,Xiong,Kornatzky,Senior Engineer,1998-08-26,61104,9779,13538
17098,Xuedong,Gelosh,Senior Engineer,1998-08-26,40000,1281,13538
257617,Hideyuki,Markovitch,Senior Engineer,1998-08-26,67926,28869,13538
74922,Etsuo,Milicic,Senior Engineer,1998-08-25,40000,11950,13538
446190,Jaroslava,Baba,Engineer,1998-08-25,40000,44899,2696
11513,Otmar,Mahnke,Senior Staff,1998-08-25,82525,263,12771
425735,Jaewoo,Vanwelkenhuysen,Engineer,1998-08-25,40000,41298,2696
12691,Oddvar,Gils,Senior Engineer,1998-08-25,48493,465,13538
467288,Tze,Feinberg,Staff,1998-08-25,55638,48705,2012
491892,Arfst,Gruenwald,Staff,1998-08-25,73423,53256,2012
427680,Souichi,Underwood,Staff,1998-08-25,48215,41663,2012
237179,Leen,Ernst,Staff,1998-08-24,54027,25304,2012
81849,Debatosh,Bednarek,Senior Staff,1998-08-24,66528,13301,12771
456947,Tsutomu,Porotnikoff,Senior Engineer,1998-08-24,40000,46833,13538
475493,George,Joslin,Senior Engineer,1998-08-24,62552,50208,13538
71588,Junichi,Colorni,Senior Staff,1998-08-24,66211,11309,12771
451040,Taisook,Backhouse,Engineer,1998-08-23,40000,45762,2696
462132,Phule,Gronowski,Engineer,1998-08-23,40000,47803,2696
218189,Vishv,Rindone,Engineer,1998-08-23,64144,21790,2696
69773,Elzbieta,Kisuki,Technique Leader,1998-08-23,62452,11022,1589
20964,Clyde,Erez,Staff,1998-08-23,85572,1968,2012
75688,Adamantios,Crooks,Staff,1998-08-22,58658,12087,2012
